Date,nav
2018-01-02,1.0
2018-01-03,1.0133056442805335
2018-01-04,1.017957568359877
2018-01-05,1.026780236141886
2018-01-08,1.0329644402980922
2018-01-09,1.033404609084497
2018-01-10,1.0330478357193926
2018-01-11,1.039526831623945
2018-01-12,1.0483067008822062
2018-01-16,1.043095528841838
2018-01-17,1.0529894848513623
2018-01-18,1.0520932616948342
2018-01-19,1.0562384380125625
2018-01-22,1.0659870689037856
2018-01-23,1.075260612699839
2018-01-24,1.0701913335251128
2018-01-25,1.070773308392649
2018-01-26,1.0844294062255857
2018-01-29,1.081788246408874
2018-01-30,1.0748795228075299
2018-01-31,1.0823283258746994
2018-02-01,1.071220024927428
2018-02-02,1.0530128462555421
2018-02-05,1.0143673539353788
2018-02-06,1.0444027779018454
2018-02-07,1.0335872897784435
2018-02-08,0.9974495731178566
2018-02-09,1.0156462289531907
2018-02-12,1.0302560107202912
2018-02-13,1.0387983010713489
2018-02-14,1.0576339505931562
2018-02-15,1.0737986185766226
2018-02-16,1.0698536245055559
2018-02-20,1.0730118509520703
2018-02-21,1.065985060068719
2018-02-22,1.0689529023813507
2018-02-23,1.0847155449104786
2018-02-26,1.0959906467879152
2018-02-27,1.0865752976049572
2018-02-28,1.07979793769735
2018-03-01,1.0640031009746846
2018-03-02,1.070460054446908
2018-03-05,1.0768102222223164
2018-03-06,1.0833240384532576
2018-03-07,1.083618438706309
2018-03-08,1.0878450104376527
2018-03-09,1.103937398012236
2018-03-12,1.1107973270080793
2018-03-13,1.1003341112562028
2018-03-14,1.0991462975447612
2018-03-15,1.0988821173692336
2018-03-16,1.0981741064994837
2018-03-19,1.080030076020191
2018-03-20,1.089674105257874
2018-03-21,1.084317794734162
2018-03-22,1.062302459300949
2018-03-23,1.038510762088947
2018-03-26,1.076948299608343
2018-03-27,1.0440415291691727
2018-03-28,1.0329497989376062
2018-03-29,1.0500426724854992
2018-04-02,1.0235358458988848
2018-04-03,1.0350096669380195
2018-04-04,1.0472558829984364
2018-04-05,1.0515711373329613
2018-04-06,1.0295949018948858
2018-04-09,1.0348389249641168
2018-04-10,1.0568304858947217
2018-04-11,1.051275938850437
2018-04-12,1.064654287335215
2018-04-13,1.0598150704403833
2018-04-16,1.0655864986837003
2018-04-17,1.0842411418529962
2018-04-18,1.0867278902323745
2018-04-19,1.0779057519376176
2018-04-20,1.0637104605678003
2018-04-23,1.059343792243969
2018-04-24,1.0425424066226063
2018-04-25,1.0390254388446938
2018-04-26,1.0576657753523622
2018-04-27,1.0644470288921968
2018-04-30,1.059763083638207
2018-05-01,1.068843755842617
2018-05-02,1.0691736959958138
2018-05-03,1.0744133611858204
2018-05-04,1.0902878492361103
2018-05-07,1.1013407476359725
2018-05-08,1.1018746981923548
2018-05-09,1.1115546809570565
2018-05-10,1.1217960218413203
2018-05-11,1.117913227324038
2018-05-14,1.1186380742607982
2018-05-15,1.1043762059253497
2018-05-16,1.1094433380833715
2018-05-17,1.1067125529927913
2018-05-18,1.1035709391393445
2018-05-21,1.109083447612901
2018-05-22,1.1066762594096364
2018-05-23,1.1146228958510442
2018-05-24,1.1136983758906782
2018-05-25,1.1152317298188121
2018-05-29,1.1102785265852555
2018-05-30,1.1190127490875108
2018-05-31,1.1167021375571495
2018-06-01,1.1306657238542623
2018-06-04,1.141285560452222
2018-06-05,1.146354330329485
2018-06-06,1.1504606164291766
2018-06-07,1.1438682403204172
2018-06-08,1.1433687287368806
2018-06-11,1.1428077192905455
2018-06-12,1.1462682327954314
2018-06-13,1.144147658063237
2018-06-14,1.1507518369162224
2018-06-15,1.1442929125352561
2018-06-18,1.1444518108357782
2018-06-19,1.1382244730205147
2018-06-20,1.1441582490034687
2018-06-21,1.134382277455435
2018-06-22,1.1298342999893636
2018-06-25,1.1067845842012003
2018-06-26,1.1147468527985138
2018-06-27,1.1016758612319826
2018-06-28,1.1132562934781671
2018-06-29,1.1122611568868592
2018-07-02,1.1197637207153952
2018-07-03,1.1098520297872407
2018-07-05,1.1198831398852376
2018-07-06,1.1315841954224717
2018-07-09,1.1419213396938415
2018-07-10,1.1451502003233718
2018-07-11,1.1368036880111212
2018-07-12,1.1527099301564572
2018-07-13,1.1556590823844304
2018-07-16,1.1536806825183483
2018-07-17,1.1623031119787635
2018-07-18,1.159159484546601
2018-07-19,1.1555772439695964
2018-07-20,1.1576766962544582
2018-07-23,1.1581578800750794
2018-07-24,1.1627513504241596
2018-07-25,1.1777731874346777
2018-07-26,1.1698184840481116
2018-07-27,1.1609775079372875
2018-07-30,1.146364199997112
2018-07-31,1.1500305139031428
2018-08-01,1.1610099275564063
2018-08-02,1.174276957513407
2018-08-03,1.176949090503955
2018-08-06,1.1819450249335295
2018-08-07,1.1859729980683333
2018-08-08,1.1897102876136219
2018-08-09,1.1906671337067276
2018-08-10,1.1827878760439998
2018-08-13,1.1824121950574829
2018-08-14,1.1918369891166039
2018-08-15,1.1807152392658755
2018-08-16,1.1848065674282358
