Date,ret_optimized
2018-01-02,0.0
2018-01-03,0.024583133306325344
2018-01-04,0.005065058093238018
2018-01-05,0.008042065302763982
2018-01-08,0.010495633059205492
2018-01-09,-0.0009581644802257845
2018-01-10,0.0014172773627214768
2018-01-11,0.0023474915379701217
2018-01-12,0.004859507642279473
2018-01-16,-0.009247106607344211
2018-01-17,0.015562790350619148
2018-01-18,-0.0008277332983180894
2018-01-19,0.00739642572795686
2018-01-22,0.009412049724123104
2018-01-23,0.009338179181386966
2018-01-24,-0.00735236081136599
2018-01-25,0.00043858977561647455
2018-01-26,0.01589732016568847
2018-01-29,0.0013461302303045953
2018-01-30,-0.010867146211862484
2018-01-31,0.012203755339306177
2018-02-01,-0.010213369284769454
2018-02-02,-0.02492281550956084
2018-02-05,-0.04468822856990497
2018-02-06,0.03611772343461411
2018-02-07,-0.00419536259656749
2018-02-08,-0.036656387381538785
2018-02-09,0.035780356384535895
2018-02-12,0.003084239748209817
2018-02-13,0.010972684731712557
2018-02-14,0.019894859606468175
2018-02-15,0.01855667190124488
2018-02-16,-0.005940456471994681
2018-02-20,0.009106193169845256
2018-02-21,-0.016019765600924954
2018-02-22,0.0034250241613040903
2018-02-23,0.016138165027563368
2018-02-26,0.008206930926278477
2018-02-27,-0.005469560525744934
2018-02-28,-0.007111803334426832
2018-03-01,-0.019268444277382286
2018-03-02,0.007774023597504266
2018-03-05,0.0009340360691535291
2018-03-06,0.008607864244808302
2018-03-07,-9.657767253075909e-05
2018-03-08,0.00264087836116241
2018-03-09,0.014951465776657331
2018-03-12,0.008612732347759352
2018-03-13,-0.01145333212620094
2018-03-14,-0.0011272306600937862
2018-03-15,0.0020730044562284724
2018-03-16,0.002268627873758074
2018-03-19,-0.021023232410481246
2018-03-20,0.012912058701153546
2018-03-21,-0.006823244202810704
2018-03-22,-0.01979229257700242
2018-03-23,-0.024829422290086164
2018-03-26,0.04660716454571647
2018-03-27,-0.043896985655790824
2018-03-28,-0.008351264100635605
2018-03-29,0.024132375250017504
2018-04-02,-0.025912733946012817
2018-04-03,0.012071193030897022
2018-04-04,0.012872352448534677
2018-04-05,-0.006631088928300496
2018-04-06,-0.02139132503529802
2018-04-09,0.0053191898104185936
2018-04-10,0.029616456112997763
2018-04-11,-0.006375765521268378
2018-04-12,0.01956176163374302
2018-04-13,-0.005558627697419178
2018-04-16,0.004401913423542921
2018-04-17,0.017265738758101015
2018-04-18,-0.0015969068858325125
2018-04-19,-0.01653868753937559
2018-04-20,-0.01040679035803713
2018-04-23,-0.006792380564293475
2018-04-24,-0.013595021076756607
2018-04-25,-0.009382984241458102
2018-04-26,0.021008044841797496
2018-04-27,0.005301551843003588
2018-04-30,-0.006597620243756457
2018-05-01,0.011254743312147554
2018-05-02,0.0004706177764981078
2018-05-03,0.01258770457622663
2018-05-04,0.018409620964808478
2018-05-07,0.018354798614717616
2018-05-08,0.001716111981285341
2018-05-09,0.011780544465178063
2018-05-10,0.011424493237934694
2018-05-11,-0.008494799364130034
2018-05-14,0.0015459573602911272
2018-05-15,-0.017856356835422787
2018-05-16,0.0026144218438163965
2018-05-17,-0.0016583616887861602
2018-05-18,-0.0019189234831423832
2018-05-21,0.002432385634254971
2018-05-22,-0.0028168337234022326
2018-05-23,0.01232184614561425
2018-05-24,-0.0006005764965651592
2018-05-25,0.0031542958921483293
2018-05-29,-0.0011265041033400177
2018-05-30,0.008131001344730002
2018-05-31,-0.0020231036104463762
2018-06-01,0.015674300502438204
2018-06-04,0.013230689560321994
2018-06-05,0.0031409574949968974
2018-06-06,0.0009299293023155713
2018-06-07,-0.007585523508350616
2018-06-08,-0.00019351924571084519
2018-06-11,-0.00447784843673802
2018-06-12,0.004178472952744817
2018-06-13,-0.002903705953633577
2018-06-14,0.00823986931440187
2018-06-15,-0.007408169994379769
2018-06-18,0.0018640988239774726
2018-06-19,-0.008555922917576621
2018-06-20,0.006046295505893301
2018-06-21,-0.009773283256799284
2018-06-22,-0.010808041346880366
2018-06-25,-0.024706248934142666
2018-06-26,0.008444004946476505
2018-06-27,-0.013423318446892018
2018-06-28,0.011883260703227365
2018-06-29,-0.00616050561187821
2018-07-02,0.01361760405119347
2018-07-03,-0.012792708954493791
2018-07-05,0.012312298707549211
2018-07-06,0.013044856501801646
2018-07-09,0.006571198768498739
2018-07-10,0.006127955042498794
2018-07-11,-0.010101736621684444
2018-07-12,0.014291323859518795
2018-07-13,0.0013229686113401871
2018-07-16,-0.003642860108316333
2018-07-17,0.010906216829107154
2018-07-18,-0.005844216434158587
2018-07-19,-8.060063188616238e-05
2018-07-20,0.002821898381178381
2018-07-23,0.002304894810220859
2018-07-24,-0.0005101155369041523
2018-07-25,0.014591865371064081
2018-07-26,0.0004205203835642361
2018-07-27,-0.011571000951594166
2018-07-30,-0.018376818672804586
2018-07-31,0.0033630428631024234
2018-08-01,0.011353275524918301
2018-08-02,0.013937500699564488
2018-08-03,0.004259239337214825
2018-08-06,0.0038692909981579214
2018-08-07,0.004238361422027731
2018-08-08,0.0037650205272585155
2018-08-09,-0.0006026129698293195
2018-08-10,-0.004172374382326274
2018-08-13,0.0007178374794856717
2018-08-14,0.011417977369518724
2018-08-15,-0.006579173823523571
2018-08-16,-3.1980376518564186e-05
2018-08-17,-0.014160779595410703
2018-08-20,0.001138657861824011
2018-08-21,0.004796737875350402
2018-08-22,0.016382541377235865
2018-08-23,0.00706340404914437
2018-08-24,0.009873650693435643
2018-08-27,0.009041325409213468
2018-08-28,0.0007358047652031023
2018-08-29,0.012213780008780047
