Date,portfolio_return
2018-01-02,0.0
2018-01-03,0.016518047752091546
2018-01-04,0.007648241500782173
2018-01-05,0.007074467293876962
2018-01-08,0.01520251795535772
2018-01-09,-0.004140049468615703
2018-01-10,0.0012129206359423608
2018-01-11,0.007425994251502444
2018-01-12,0.0007950257693835178
2018-01-16,-0.0043701020994117105
2018-01-17,0.011612938677063112
2018-01-18,0.002390462548621075
2018-01-19,0.0067339818423841746
2018-01-22,0.010626309485197794
2018-01-23,0.011486328865734243
2018-01-24,-0.008871249570531016
2018-01-25,-0.0040795541048508355
2018-01-26,0.017622295866260632
2018-01-29,0.0008759443381187726
2018-01-30,-0.008747995107018592
2018-01-31,0.014609058000922104
2018-02-01,-0.009611712404299477
2018-02-02,-0.022367625747768474
2018-02-05,-0.04469380310266026
2018-02-06,0.027188752991785897
2018-02-07,-0.008039589707695506
2018-02-08,-0.04448044733940608
2018-02-09,0.016750602821370808
2018-02-12,0.016628288550351145
2018-02-13,0.008069460883002167
2018-02-14,0.021660892831928905
2018-02-15,0.015935840328059447
2018-02-16,-0.007207633801102298
2018-02-20,0.003219723050417878
2018-02-21,-0.0067517527861984845
2018-02-22,0.007635611460329173
2018-02-23,0.017530127353988532
2018-02-26,0.013565044604220101
2018-02-27,-0.009428379852127777
2018-02-28,-0.01245461017434173
2018-03-01,-0.018486230776803995
2018-03-02,0.005943515816718226
2018-03-05,0.0072633956421334425
2018-03-06,0.001655808968893513
2018-03-07,0.007756165328506737
2018-03-08,-0.0009065445018794139
2018-03-09,0.010702904588033902
2018-03-12,0.008685031125715894
2018-03-13,-0.009141275902841774
2018-03-14,-0.006660208340655038
2018-03-15,0.0001828868020880114
2018-03-16,-0.0009791209790445455
2018-03-19,-0.022686306936546476
2018-03-20,0.0009580809891523321
2018-03-21,8.093895598553229e-05
2018-03-22,-0.02452290433080203
2018-03-23,-0.02628965693991171
2018-03-26,0.029180847013222946
2018-03-27,-0.04211629131595575
2018-03-28,-0.017520019965739153
2018-03-29,0.02309218038116674
2018-04-02,-0.03323956473048676
2018-04-03,0.015714844414447662
2018-04-04,0.01837754572029283
2018-04-05,0.015272659129520126
2018-04-06,-0.024505776455522058
2018-04-09,0.00038818435286381875
2018-04-10,0.03158783115325819
2018-04-11,-0.0063428374624569074
2018-04-12,0.009269113016158882
2018-04-13,-0.0026761769016203974
2018-04-16,0.0031038129503786933
2018-04-17,0.019342238171069438
2018-04-18,0.0012481507518275258
2018-04-19,-0.00533186900723357
2018-04-20,-0.015831236853837773
2018-04-23,-0.005364418057004483
2018-04-24,-0.01569121014476779
2018-04-25,-0.007300224015754875
2018-04-26,0.038616242093948025
2018-04-27,0.008292640624460713
2018-04-30,-0.006616798450019901
2018-05-01,0.012436337997981151
2018-05-02,0.000477020828599406
2018-05-03,-0.003243632064606339
2018-05-04,0.019835447820132357
2018-05-07,0.014630654513859889
2018-05-08,0.0009078154973760856
2018-05-09,0.013775900846370415
2018-05-10,0.00964859649048644
2018-05-11,-0.0048657139160211745
2018-05-14,-0.000217536412529396
2018-05-15,-0.011843045338381243
2018-05-16,0.006921673262427231
2018-05-17,-0.0022512122248108837
2018-05-18,-0.004436540645977116
2018-05-21,0.007680572865031866
2018-05-22,-0.005545807751450516
2018-05-23,0.009526730476574962
2018-05-24,0.0005448034632532851
2018-05-25,0.0016699857532381126
2018-05-29,-0.0033693351564556546
2018-05-30,0.013879141200555034
2018-05-31,-0.0024684607208944834
2018-06-01,0.018701620608592262
2018-06-04,0.012170125042769021
2018-06-05,0.001400648681929373
2018-06-06,0.017580026656442604
2018-06-07,-0.012534031056133366
2018-06-08,0.003179486291579681
2018-06-11,0.008684140781576345
2018-06-12,0.0068580152699386785
2018-06-13,0.002138449700991474
2018-06-14,0.010012356092685727
2018-06-15,-0.004311928060196169
2018-06-18,0.009614149255464121
2018-06-19,-0.012311935823078358
2018-06-20,0.008403688369311123
2018-06-21,-0.01646128540416533
2018-06-22,-0.0061866131949318125
2018-06-25,-0.023532858426452676
2018-06-26,0.012222753288594658
