Date,portfolio_return
2019-01-03,-0.05596161345050277
2019-01-04,0.04898801860500024
2019-01-07,0.017784993573377258
2019-01-08,0.009125572577967977
2019-01-09,0.013668519236901266
2019-01-10,0.005259915786218464
2019-01-11,-0.0036594815980011868
2019-01-14,-0.019740928457482505
2019-01-15,0.026374248543715062
2019-01-16,0.006816889179981873
2019-01-17,0.0055609545233161
2019-01-18,-0.03613239271887558
2019-01-22,-0.017532276181208672
2019-01-23,-0.008010912801149036
2019-01-24,0.0002867942912379382
2019-01-25,0.020505307137138013
2019-01-28,-0.010456283081506663
2019-01-29,-0.008936400917465724
2019-01-30,0.04653492895137537
2019-01-31,-0.005493655410057381
2019-02-01,0.0004593902985171221
2019-02-04,0.019792428343012574
2019-02-05,0.019417645528221707
2019-02-06,-0.0079269792190797
2019-02-07,-0.01895416529813117
2019-02-08,-0.00013763488997538742
2019-02-11,0.004361122592802598
2019-02-12,0.007092561168675293
2019-02-13,-0.00552446120289903
2019-02-14,-0.0032579889810268785
2019-02-15,0.007820440442107241
2019-02-19,-0.0016139899102294666
2019-02-20,-0.0028107469343188196
2019-02-21,-0.007392653957549178
2019-02-22,0.012458447895552355
2019-02-25,0.008838732914175177
2019-02-26,0.001494686508068018
2019-02-27,0.01937442965825357
2019-02-28,0.0017530167548444795
2019-03-01,-0.021180719146707903
2019-03-04,-0.009730654948658842
2019-03-05,-0.012629381568829904
2019-03-06,-0.0021643204713517696
2019-03-07,-0.007460164993265443
2019-03-08,0.010249433403710132
2019-03-11,0.026541107001679443
2019-03-12,-0.002617674546124123
2019-03-13,0.010674626978026902
2019-03-14,0.005132004215407196
2019-03-15,-0.008584533395214623
2019-03-18,0.0010197539183151756
2019-03-19,-0.004909853555010316
2019-03-20,0.010186625813990841
2019-03-21,0.020448860404968183
2019-03-22,-0.027244961108802552
2019-03-25,-0.007432497138670668
2019-03-26,0.0066119534478411195
2019-03-27,0.008623129361484497
2019-03-28,0.0054910296381796
2019-03-29,0.006459797106426413
2019-04-01,0.01645001674405629
2019-04-02,0.0015390841705272083
2019-04-03,0.011402701024860813
2019-04-04,-0.028603694527183362
2019-04-05,0.01269483819080408
2019-04-08,0.0032490770416500427
2019-04-09,-0.003941029938663261
2019-04-10,0.009009581123587962
2019-04-11,-0.011617579438550794
2019-04-12,0.0006507339368068132
2019-04-15,-0.0007638258515110241
2019-04-16,0.008028988569679521
2019-04-17,0.006670480330430384
2019-04-18,0.008000656019730249
2019-04-22,-0.010655638325894518
2019-04-23,0.010869561880950968
2019-04-24,-0.00831334112643404
2019-04-25,-0.006282218782586576
2019-04-26,-0.016416192691264115
2019-04-29,0.009152024293391495
2019-04-30,-0.008053504423938188
2019-05-01,0.0028371908548040867
2019-05-02,0.0078673018813199
2019-05-03,0.026117575488521595
2019-05-06,-0.0066796279877844675
2019-05-07,-0.02656068248496764
2019-05-08,-0.0029766254457227097
2019-05-09,-0.007464183992271037
2019-05-10,-0.003783762120588322
2019-05-13,-0.04668564053174743
2019-05-14,0.016846689163537633
2019-05-15,0.008166593922618166
2019-05-16,0.0009758666933204303
2019-05-17,-0.029382999983320796
2019-05-20,-0.02419935103338929
2019-05-21,0.007709726203573131
2019-05-22,-0.02484916005837345
2019-05-23,-0.004778831036643634
2019-05-24,-0.009447756087213708
2019-05-28,-0.004899632325463013
2019-05-29,-0.0027310278738619242
2019-05-30,0.0009474058440696416
2019-05-31,-0.0169081949778808
2019-06-03,-0.02490802363027274
2019-06-04,0.04867817878762455
2019-06-05,0.017812706862255778
2019-06-06,0.025984297880126645
2019-06-07,0.015850925468156068
2019-06-10,0.020955201955085156
2019-06-11,0.00918014886151001
2019-06-12,-0.01458584811286249
2019-06-13,0.009409660350290597
2019-06-14,-0.0005058918374386174
2019-06-17,0.018675033549823656
2019-06-18,0.013214140458073823
2019-06-19,0.0028567669273134406
2019-06-20,-0.004224654055035137
2019-06-21,0.0023004046031048038
2019-06-24,0.00428748065084017
2019-06-25,-0.021340391619978544
2019-06-26,0.007743878470128547
2019-06-27,0.005834491356984439
2019-06-28,-0.00254381072487031
2019-07-01,0.01591125345310066
2019-07-02,0.0003039551129625879
2019-07-03,0.02025925085804673
2019-07-05,-0.0038023588742850016
2019-07-08,-0.01108824880296666
2019-07-09,0.0004324112104350242
2019-07-10,0.01950262399920947
2019-07-11,-0.001504352761820778
2019-07-12,0.012806447824882234
2019-07-15,0.014600850189303053
2019-07-16,-0.006997043855680266
2019-07-17,-0.0005322352277129516
2019-07-18,0.002391184474296389
2019-07-19,0.0016058176373202988
2019-07-22,0.008796425337621188
2019-07-23,0.01055735430654366
2019-07-24,0.009132150661289584
2019-07-25,-0.049249716283217386
2019-07-26,0.0027758079505733426
2019-07-29,0.013686887675231555
2019-07-30,0.006125943506039974
2019-07-31,-0.0037424270415757537
2019-08-01,-0.013626209524131884
2019-08-02,-0.009131286845925271
2019-08-05,-0.037437235566113225
2019-08-06,0.016138938150588682
2019-08-07,0.008767554218461315
2019-08-08,0.023218654433651155
2019-08-09,-0.010207240368760712
2019-08-12,-0.013969626728859114
2019-08-13,0.029714288247706607
2019-08-14,-0.041739487425746694
2019-08-15,-0.008456208589830686
2019-08-16,0.02058653522722135
2019-08-19,0.022233466203991654
2019-08-20,-0.004202236459641906
2019-08-21,-3.287698645907701e-05
2019-08-22,-0.0007542151969829694
2019-08-23,-0.04212721923575791
2019-08-26,0.017163996386036752
2019-08-27,-0.004444636117831487
2019-08-28,0.004101790742230864
2019-08-29,0.0214145513551649
2019-08-30,0.004795085260629994
2019-09-03,-0.010185072490651923
2019-09-04,0.0031585705730459886
2019-09-05,0.02586482386003556
2019-09-06,-0.005423404679527103
2019-09-09,0.003963553793264888
2019-09-10,0.005853776859026734
2019-09-11,0.02707613451185812
2019-09-12,0.0009909198554146255
2019-09-13,-0.00785427333298357
2019-09-16,-0.003913363638558912
2019-09-17,0.006557688747493257
2019-09-18,0.004081836970271646
2019-09-19,0.00775687352231802
2019-09-20,-0.01684106365344773
2019-09-23,0.001602611602990689
2019-09-24,-0.030681240231025475
2019-09-25,0.018155465009878597
2019-09-26,0.01887338003405914
2019-09-27,-0.006539180559161029
2019-09-30,0.00925125770773431
2019-10-01,0.0015258295803826085
2019-10-02,-0.016402484518430367
2019-10-03,-0.006919439763318473
2019-10-04,0.011522387055747152
2019-10-07,0.00670957299632054
2019-10-08,-0.004103214852831346
2019-10-09,0.01637616150640449
2019-10-10,0.006877262732558619
2019-10-11,0.01454233937331343
2019-10-14,0.011398593095619561
2019-10-15,0.005255794558755467
2019-10-16,-0.0016515083711660843
2019-10-17,0.002424655056183167
2019-10-18,-0.010242903771732018
2019-10-21,0.003779578150908902
2019-10-22,-0.0029849160816605895
2019-10-23,0.00542381925433133
2019-10-24,0.06604867781847197
2019-10-25,0.037620615911570766
2019-10-28,0.011078163955275831
2019-10-29,-0.022509887416398845
2019-10-30,0.002818707072166248
2019-10-31,0.004580973301537505
2019-11-01,0.008534674428357833
2019-11-04,0.00856228449439822
2019-11-05,-0.0009628641133853828
2019-11-06,0.009064336509451857
2019-11-07,0.013483136286287944
2019-11-08,0.006435279329437252
2019-11-11,0.010833740331103478
2019-11-12,0.006534334855733588
2019-11-13,0.00012905339976236087
2019-11-14,0.002509268724554851
2019-11-15,0.010920165370744767
2019-11-18,0.00047791801677969214
2019-11-19,0.008150690419310156
2019-11-20,-0.011202268040895896
2019-11-21,0.0006360252348251254
2019-11-22,-0.020507268862295775
2019-11-25,0.012834414401211209
2019-11-26,-0.008221615135083571
2019-11-27,0.007269970118515637
2019-11-29,-0.0038676792811584235
2019-12-02,-0.0029404960460895904
2019-12-03,-0.005162790936858674
2019-12-04,0.001006424049330601
2019-12-05,0.002399001027285963
2019-12-06,0.01605653771776046
2019-12-09,-0.0018656913980931904
