Date,nav
2019-01-03,0.9440383865494972
2019-01-04,0.9902849565936184
2019-01-07,1.007897168182448
2019-01-08,1.0170948069418253
2019-01-09,1.030996986876262
2019-01-10,1.0364199442030764
2019-01-11,1.0326271844894637
2019-01-14,1.0122421651172056
2019-01-15,1.038939291566435
2019-01-16,1.0460216255817723
2019-01-17,1.0518385042720377
2019-01-18,1.0138330623588458
2019-01-22,0.99605826110793
2019-01-23,0.9880789252333303
2019-01-24,0.9883623006283797
2019-01-25,1.008628973165533
2019-01-28,0.9980824630979047
2019-01-29,0.9891631980589701
2019-01-30,1.0351938372019596
2019-01-31,1.0295068389777569
2019-02-01,1.0299797844318401
2019-02-04,1.050365585509959
2019-02-05,1.0707612121244345
2019-02-06,1.0622733102473276
2019-02-07,1.0421388063331067
2019-02-08,1.041995371673158
2019-02-11,1.0465396412301575
2019-02-12,1.0539622876510257
2019-02-13,1.0481397138835788
2019-02-14,1.0447248862451695
2019-02-15,1.052895094996437
2019-02-19,1.0511957329365829
2019-02-20,1.0482410877528623
2019-02-21,1.0404918041270204
2019-02-22,1.0534547170544861
2019-02-25,1.0627659219357088
2019-02-26,1.0643544238204607
2019-02-27,1.0849756837362214
2019-02-28,1.08687766428841
2019-03-01,1.0638568137342872
2019-03-04,1.0535047901650592
2019-03-05,1.0401996761854746
2019-03-06,1.0379483507320129
2019-03-07,1.0302050847810644
2019-03-08,1.0407641031896915
2019-03-11,1.0683871346159561
2019-03-12,1.0655904448082654
2019-03-13,1.0769652253179434
2019-03-14,1.082492215394122
2019-03-15,1.0731995248210113
2019-03-18,1.0742939242415817
2019-03-19,1.0690192983985183
2019-03-20,1.0799089979792391
2019-03-21,1.1019919063289856
2019-03-22,1.0719681796988372
2019-03-25,1.0640007792704795
2019-03-26,1.0710359028914826
2019-03-27,1.0802715840329102
2019-03-28,1.0862033873181183
2019-03-29,1.0932200408165065
2019-04-01,1.1112035287928759
2019-04-02,1.1129137645542748
2019-04-03,1.1256039874779395
2019-04-04,1.093407554861541
2019-04-05,1.107288186847111
2019-04-08,1.110885851473486
2019-04-09,1.1065078170743916
2019-04-10,1.1164769890162076
2019-04-11,1.1035062289049977
2019-04-12,1.1042243178576239
2019-04-15,1.1033808827777771
2019-04-16,1.1122399152736029
2019-04-17,1.119659089751155
2019-04-18,1.1286170969876184
2019-04-22,1.1165909613936973
2019-04-23,1.1287278159442766
2019-04-24,1.119344316571437
2019-04-25,1.1123123506816903
2019-04-26,1.0940524168000267
2019-04-29,1.1040652110968243
2019-04-30,1.0951736170349398
2019-05-01,1.098280833605614
2019-05-02,1.1069213404740572
2019-05-03,1.135831442143744
2019-05-06,1.1282445106533951
2019-05-07,1.0982775664405227
2019-05-08,1.0950084054897893
2019-05-09,1.0868350612781301
2019-05-10,1.0827227359419387
2019-05-13,1.0321751314962033
2019-05-14,1.0495638650988535
2019-05-15,1.0581352269809694
2019-05-16,1.059167825906009
2019-05-17,1.0280462976950788
2019-05-20,1.0031682444585794
2019-05-21,1.0109023969594741
2019-05-22,0.9857823214940348
2019-05-23,0.9810714343407044
2019-05-24,0.9718025107249205
2019-05-28,0.9670410357294066
2019-05-29,0.9644000197056612
2019-05-30,0.9653136979203514
2019-05-31,0.948991985701095
2019-06-03,0.9253544708963126
2019-06-04,0.970399041272531
2019-06-05,0.9876844749341326
2019-06-06,1.0133487625423976
2019-06-07,1.0294112782507052
2019-06-10,1.050982799481291
2019-06-11,1.0606309780314158
2019-06-12,1.045160775682053
2019-06-13,1.0549953835926673
2019-06-14,1.0544616700395724
2019-06-17,1.0741537771045644
2019-06-18,1.0883477959887946
2019-06-19,1.09145695197779
2019-06-20,1.0868459239397206
2019-06-21,1.089346109306017
2019-06-24,1.0940166596717347
2019-06-25,1.070669915715559
2019-06-26,1.0789610534244831
2019-06-27,1.0852562423652112
2019-06-28,1.0824955558966503
2019-07-01,1.099719417048377
2019-07-02,1.1000536823880132
2019-07-03,1.12233994589683
2019-07-05,1.1180724066435845
2019-07-08,1.1056749416189888
2019-07-09,1.106153047858842
2019-07-10,1.1277259348368125
2019-07-11,1.1260294372121638
2019-07-12,1.1404498744491027
2019-07-15,1.1571014122143437
2019-07-16,1.1490051228876104
2019-07-17,1.148393581884387
2019-07-18,1.1511396027877703
2019-07-19,1.1529881230649448
2019-07-22,1.1631302970046495
2019-07-23,1.1754098756548028
2019-07-24,1.1861438957280501
2019-07-25,1.1277266453923736
2019-07-26,1.130856997980727
2019-07-29,1.146334910688839
2019-07-30,1.1533572935907201
2019-07-31,1.1490409380665876
2019-08-01,1.1333838654926873
2019-08-02,1.12303461231033
2019-08-05,1.0809913009803696
2019-08-06,1.0984373527282163
2019-08-07,1.108067961773844
2019-08-08,1.1337958088672713
2019-08-09,1.1222228825170695
2019-08-12,1.1065458477417216
2019-08-13,1.139426070020822
2019-08-14,1.09186700989862
2019-08-15,1.0826339547105626
2019-08-16,1.1049216367573975
2019-08-19,1.1294878746263022
2019-08-20,1.124741499498824
2019-08-21,1.124704521387775
2019-08-22,1.123856252145629
2019-08-23,1.0765113134220128
2019-08-26,1.094988549715116
2019-08-27,1.0901217240584402
2019-08-28,1.094593175254088
2019-08-29,1.1180333970185798
2019-08-30,1.1233944624815158
2019-09-03,1.1119526084455447
2019-09-04,1.1154647892332024
2019-09-05,1.144316089528791
2019-09-06,1.1381100002939823
2019-09-09,1.1426209605028004
2019-09-10,1.1493096086400305
2019-09-11,1.180428470199339
2019-09-12,1.1815981802083562
2019-09-13,1.1723175851312437
2019-09-16,1.167729880120748
2019-09-17,1.1753874892157274
2019-09-18,1.1801852293236028
2019-09-19,1.189339776880374
2019-09-20,1.1693100299923542
2019-09-23,1.1711839798139132
2019-09-24,1.135250602774514
2019-09-25,1.15586160537063
2019-09-26,1.1776766207155676
2019-09-27,1.169975580652406
2019-09-30,1.1807993262607774
2019-10-01,1.182601024801282
2019-10-02,1.163203429800499
2019-10-03,1.155154713735509
2019-10-04,1.1684648534564404
2019-10-07,1.1763047536843412
2019-10-08,1.1714781225475674
2019-10-09,1.1906624374836259
2019-10-10,1.1988509358919894
2019-10-11,1.2162850330597452
2019-10-14,1.2301489712398854
2019-10-15,1.2366143815093866
2019-10-16,1.2345721025064194
2019-10-17,1.2375655139969841
2019-10-18,1.224889249525899
2019-10-21,1.2295188141706903
2019-10-22,1.2258488036895678
2019-10-23,1.2324975860339185
2019-10-24,1.313902422005917
2019-10-25,1.3633322403694843
2019-10-28,1.3784354584538108
2019-10-29,1.3474070314732434
2019-10-30,1.3512049772019434
2019-10-31,1.35739481112741
2019-11-01,1.3689797339111247
2019-11-04,1.3807013278599374
2019-11-05,1.3793719001000375
2019-11-06,1.3918749911742263
2019-11-07,1.4106418313737041
2019-11-08,1.419719705592383
2019-11-11,1.4351005802257213
2019-11-12,1.4444780079685737
2019-11-13,1.444664422766384
2019-11-14,1.448289474019909
2019-11-15,1.4641050345809152
2019-11-18,1.4648047567553995
2019-11-19,1.4767439268524454
2019-11-20,1.4602010455560792
2019-11-21,1.461129770268971
2019-11-22,1.4311659892273607
2019-11-25,1.4495341666100239
2019-11-26,1.4376166545670022
2019-11-27,1.4480680846875849
2019-11-29,1.4424674217587319
2019-12-02,1.4382258520084372
2019-12-03,1.4308005926145322
2019-12-04,1.432240584740736
2019-12-05,1.4356765313748496
2019-12-06,1.4587285257513734
2019-12-09,1.456006988488726
2019-12-10,1.4713968219430449
2019-12-11,1.4828423782649607
2019-12-12,1.4988373920702234
2019-12-13,1.5081096583146705
2019-12-16,1.5524508995972197
2019-12-17,1.5471892855801614
2019-12-18,1.5641566453267328
2019-12-19,1.5837015997301742
2019-12-20,1.5902839250715204
2019-12-23,1.6167463134995985
2019-12-24,1.6248851605700598
2019-12-26,1.6474147175019196
2019-12-27,1.6474691540509085
2019-12-30,1.6259386100798874
2019-12-31,1.6350164018037103
2020-01-02,1.6730757195168793
2020-01-03,1.6773472992449268
2020-01-06,1.6939805602023497
2020-01-07,1.7080344169482717
2020-01-08,1.754384935082178
2020-01-09,1.7611960900436323
2020-01-10,1.755853957588262
2020-01-13,1.832700444286896
2020-01-14,1.835240707118707
2020-01-15,1.8145855064811134
2020-01-16,1.8273437748970551
2020-01-17,1.8339873414982006
2020-01-21,1.8715870613664536
2020-01-22,1.8962318297701721
2020-01-23,1.9061782889101317
2020-01-24,1.889631354242033
2020-01-27,1.8530619027926676
2020-01-28,1.892468055209012
2020-01-29,1.93120594817817
2020-01-30,2.0147225743684447
2020-01-31,1.985280695408312
2020-02-03,2.131272869435623
2020-02-04,2.275607692785605
2020-02-05,2.1505320782642405
2020-02-06,2.187665437901633
2020-02-07,2.1779278064474674
2020-02-10,2.222961517196757
2020-02-11,2.204781493344388
2020-02-12,2.2165604855081766
2020-02-13,2.2425560431792717
2020-02-14,2.2458404768289886
2020-02-18,2.2942150875041616
2020-02-19,2.360173832300558
2020-02-20,2.3247505932554082
2020-02-21,2.2840006423125305
2020-02-24,2.158287365184513
2020-02-25,2.092765447862702
2020-02-26,2.094121531316257
2020-02-27,1.9099044710424322
2020-02-28,1.9145776038395785
2020-03-02,2.0886885592716413
2020-03-03,2.0349419666395314
2020-03-04,2.095042177149063
2020-03-05,2.031593253501713
2020-03-06,1.9837691160457815
2020-03-09,1.7969289905583412
2020-03-10,1.9177543573875084
2020-03-11,1.855639704542832
2020-03-12,1.6640393998229042
2020-03-13,1.795570045954614
2020-03-16,1.5191393134418503
2020-03-17,1.5662487473589028
2020-03-18,1.447748666583239
2020-03-19,1.5406479675992688
2020-03-20,1.4886835512004575
2020-03-23,1.4810291310823949
2020-03-24,1.6557697576383201
2020-03-25,1.684960517022842
2020-03-26,1.7380096319384244
2020-03-27,1.6751603626102771
2020-03-30,1.7170112796291088
2020-03-31,1.7318147968185298
